"RT @drphilDONTEhue: Don't curve the man today, in whom you may need to eat your pussy tomorrow",1,3,0,0
RT @gaaybriel: I love pussy &#128523;&#128069;&#128166;&#128166;&#128049;,0,2,0,0
RT @titaaaR15: Dumb bitch,2,1,0,0
RT @tupactopus: bad bitches get in free night at weenie hut jrs,0,2,0,0
"""@CB_Baby24: @white_thunduh alsarabsss"" hes a beaner smh you can tell hes a mexican",1,0,2,0
"""@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn",3,2,0,0
"""@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR"" This is why there's black people and niggers",3,0,3,0
"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - #shitmybosssays",2,0,2,0
"""Our people"". Now is the time for the Aryan race 2 stand up and say ""no more"". Before the mongerls turn the world into a ghetto slum. 1488",1,0,2,0
"""We hate niggers, we hate faggots and we hate spics""-kkk rally",3,3,3,0
"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",2,2,0,0
#California is full of white trash,2,0,1,0
#Dutch people who live outside of #NewYorkCity are all white trash.,2,0,2,0
#Minnesota is full of white trash,1,0,1,0
#SouthCarolina is full of white trash,1,0,1,0
"#VinitaHegwood can get a job at the naacp. Or as The AG. I hear they like ""diversity and tolerance"". As long as you ain't a cracker #tcot",1,1,0,0
#firefighter is a job for white trash,1,0,1,0
"&#8220;@Maxwell_Larsen: When you live this gay, you can't be afraid of two black dicks in your butt"" you fucking queer",3,3,1,0
"&#8220;@NoChillPaz: White kids favorite activities
1. Calling people ""niggers"" on Xbox
2.fucking their pet
3. Shooting up their school&#8221;",2,2,2,0
"&#8220;@iamkrause: No need to thank me, killing niggers is it's own reward.&#8221;

Dis my pal from our graduation when we was 26",1,0,2,0
"&#8220;@rocafella123 ""@waymoflydenu: If fleek in yo vocabulary you a faggot""&#8221;",2,2,0,0
&#8220;@waymoflydenu Why yall think its ok to be faggots?&#8221; and want us to be cool with them,1,2,0,0
...aaaaaaaaand it begins. RT @RileydaKafka: Fucking niggers that's all Kentucky is and ever will be,1,0,2,0
"...you're white, aren't you? *rolls eyes* RT @DidntDoNuffin: @DreaaaLove RIP to my NIGGA Trayvon, a worthless spear chucker",1,0,2,0
"4 old hoes, a ponk, and a dyke outchea having ""girl talk""",2,2,0,0
"8/16/14 MO @GovJayNixon let &#8220;kill some crackers, kill their babies"" New Black Panthers hijack his #Ferguson presser http://t.co/z2Wko9Ripz",1,0,1,0
@2014samanthaKay good enough fag,2,1,0,0
@AmericanWhiteHM I hate that nigger.,2,0,2,0
"@AmericanWhiteHM Those niggers disgust me. They should have dealt with 100 years ago, we wouldn't be having these problems now.",1,0,2,0
@AndrewJBurns1 @Tommy_Russell_ homo ass crackers,2,1,0,0
@Anony386 @TurnToLive @Tweenki_ they are wrong you are a nigger always causung mischief among ur own people,1,0,2,0
"@AnthonyCumia
You be totally correct Anthony. Can&#8217;t be livin round dem colored folk. Day be bringin down da hood and dem propery value",1,0,2,0
"@AntonioFrench The ""You&#8217;re going 2have 2 KILL crackers &amp; their babies&#8221; New Black Panthers #CredibilityShot #FergusonRiot #Justice4MikeBrown",1,0,2,0
@BillionaireCrow @Neelahrelates your what's wrong with the white race you fuckin coon slaying piece of poop please die alone,2,0,3,1
!!! RT @mayasolovely: As a woman you shouldn't complain about cleaning up your house. &amp; as a man you should always take the trash out...,0,0,0,1
"""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad",0,0,0,1
"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao",0,1,0,0
"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",0,0,0,1
"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",0,0,0,1
"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures.",0,0,0,1
"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha",0,0,0,1
"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup",,,,
"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT",0,0,0,1
"""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum",0,0,0,1
"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04",,,,
"""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" I got hicks lol",0,0,0,1
"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate",0,0,0,1
"""@UberFacts: 15 sad TV character deaths we're still bitter over... http://t.co/uLclFUF8nC http://t.co/1RXYQOOsM0""ned stark was the man",0,0,0,1
"""@WBUR: A smuggler explains how he helped fighters along the ""Jihadi Highway"": http://t.co/UX4anxeAwd""",0,0,0,1
"""@Yankees: Down 6-1, #Yankees look to rally in the bottom of the 9th."" #RALLYCAP",0,0,0,1
"""@ayyee_ceee_: One mans trash &#128686; is another mans treasure &#127942;""",0,0,0,1
"""@g0rillaz0e: Sitting on my window sill, window open, bird tries to fly in. Smacked it. #ProtectTheAnimals"" @peta",0,0,0,1
"""@greggutfeld: a video an entire media will likely mock. http://t.co/XFr1cRXWSm"" i am such a crybaby",0,0,0,1
"""@hxhassan: Jihadi patron Hajjaj al-Ajmi is arrested at Kuwait airport https://t.co/ZmloKfWDQl""",0,0,0,1
@user #cnn calls #michigan middle school 'build the wall' chant '' #tcot,0,0,1,0
no comment! in #australia #opkillingbay #seashepherd #helpcovedolphins #thecove #helpcovedolphins,0,0,0,1
retweet if you agree!,0,0,0,1
@user @user lumpy says i am a . prove it lumpy.,1,0,0,0
it's unbelievable that in the 21st century we'd need something like this. again. #neverump #xenophobia,0,0,0,1
@user lets fight against #love #peace,0,0,0,1
Ã°ÂŸÂ˜Â©the white establishment can't have blk folx running around loving themselves and promoting our greatness,1,0,1,0
"@user hey, white people: you can call people 'white' by @user #race #identity #medÃ¢Â€Â¦",1,0,1,0
how the #altright uses &amp; insecurity to lure men into #whitesupremacy,0,0,1,0
@user i'm not interested in a #linguistics that doesn't address #race &amp; . racism is about #power. #raciolinguistics bringsÃ¢Â€Â¦,0,0,0,1
@user why not @user mocked obama for being black. @user @user @user @user #brexit,0,0,0,1
#people aren't protesting #trump because a #republican won-they do so because trump has fuhered &amp;Ã¢Â€Â¦,0,0,0,1
yes it's when you call #michelleobama a gorilla because racists have long thought of black people as no betÃ¢Â€Â¦,0,0,0,1
"as the smaller hands show, barry probably lied about being why his #knicks game sucked more than his #golfÃ¢Â€Â¦",0,0,0,1
"@user @user you point one finger @user millions are pointed right back at you, #jewishsupremacist",1,0,0,1
you might be a libtard if... #libtard #sjw #liberal #politics,0,0,0,1
@user take out the #trash america... - i voted against #hate - i voted against - i voted against - i votÃ¢Â€Â¦,0,0,0,1
"if you hold open a door for a woman because she's a woman and not because it's a nice thing to do, that's . don't even try to deny it",0,0,0,1
"@user this man ran for governor of ny, the state with the biggest african-american population #Ã¢Â€Â¦",0,0,0,1
#stereotyping #prejudice offer no #hope or solutions but create the same old repetitive #hate #conflictÃ¢Â€Â¦,0,0,0,1
how many#pols passed by how many times and said nothing? #bluelivesmatter #draintheswamp #ferguson,0,0,0,1
7 horribly ads from #2016 that made us cringe,0,0,0,1
"@user ""the dying of the light"" village green/townÃ‚Â² #antisemitism #hocoschools #columbiamd #hocomd",0,0,0,1
"@user you never answered me about your statement on the #nazi's over #hatred, &amp; #bigotry being found wÃ¢Â€Â¦",0,0,0,1
you might be a libtard if... #libtard #sjw #liberal #politics,1,0,0,0
trump ny co-chair makes racist remarks about michelle obama #p2 #p21 #fyi #tcot,0,0,0,1
"@user the pic says otherwise for young girls confined in that kitchen. you are void of meaning, beyond cheap publicity #topoli",0,0,0,1
@user when you're blocked by a troll because you promise to #blacklivesmatter &amp; let his nonsensical rants boosÃ¢Â€Â¦,0,0,0,1
why the nazis studied american race laws for inspiration Ã¢Â€Â“ #ushistory #eugenics,0,0,0,1
@user #biherism absolutely originated in hateful #bigotry #altright hatred of our african american #potus #theresistance,0,0,0,1
fo woh officer in viral arrest video was Ã¢Â€Â˜rude not racistÃ¢Â€Â™: chief #crime #officerÃ¢Â€Â¦,0,0,0,1
